hour,day_of_week,is_weekend,is_festival,weather,zone_type,is_lunch_time,is_dinner_time,distance_km,estimated_time_min,app_name,expected_payout,fuel_cost,time_cost,net_profit,best_app
20,0,0,0,rain,normal,0,1,6.9,15,Blinkit,150.19,34.5,22.5,93.19,Swiggy
18,2,0,0,fog,low,0,0,13.1,30,Blinkit,166.0,65.5,45.0,55.5,Blinkit
20,5,1,0,clear,low,0,1,13.7,28,Blinkit,176.97,68.5,42.0,66.47,Swiggy
10,4,0,0,rain,low,0,0,14.1,19,Blinkit,216.03,70.5,28.5,117.03,Swiggy
22,4,0,0,fog,normal,0,1,5.1,15,Swiggy,93.01,25.5,22.5,45.01,Zomato
21,2,0,1,fog,normal,0,1,5.0,50,Swiggy,132.02,25.0,75.0,32.02,Zomato
11,5,1,1,rain,low,0,0,13.0,41,Blinkit,244.98,65.0,61.5,118.48,Swiggy
17,6,1,0,fog,normal,0,0,5.9,37,Swiggy,114.6,29.5,55.5,29.6,Swiggy
21,5,1,0,clear,normal,0,1,6.2,28,Blinkit,107.82,31.0,42.0,34.82,Swiggy
18,2,0,0,clear,low,0,0,13.0,35,Blinkit,169.96,65.0,52.5,52.46,Blinkit
20,2,0,0,clear,low,0,1,13.9,27,Blinkit,179.0,69.5,40.5,69.0,Blinkit
21,2,0,0,fog,busy,0,1,1.7,43,Swiggy,60.68,8.5,64.5,-12.32,Blinkit
22,1,0,0,fog,busy,0,1,1.8,12,Swiggy,61.96,9.0,18.0,34.96,Blinkit
20,6,1,0,fog,busy,0,1,0.8,31,Zomato,68.14,4.0,46.5,17.64,Swiggy
21,0,0,0,clear,normal,0,1,5.5,39,Swiggy,102.28,27.5,58.5,16.28,Zomato
21,6,1,0,rain,normal,0,1,2.2,47,Zomato,120.16,11.0,70.5,38.66,Swiggy
23,4,0,0,fog,normal,0,0,4.8,26,Swiggy,89.86,24.0,39.0,26.86,Zomato
17,4,0,0,clear,normal,0,0,5.3,31,Swiggy,100.13,26.5,46.5,27.13,Zomato
20,0,0,0,fog,busy,0,1,1.5,42,Swiggy,58.37,7.5,63.0,-12.13,Blinkit
21,5,1,0,rain,normal,0,1,5.5,12,Swiggy,150.41,27.5,18.0,104.91,Swiggy
13,2,0,0,clear,busy,1,0,0.6,25,Zomato,70.71,3.0,37.5,30.21,Zomato
22,4,0,0,fog,busy,0,1,0.6,39,Zomato,65.77,3.0,58.5,4.27,Blinkit
23,6,1,0,fog,low,0,0,13.2,21,Blinkit,167.03,66.0,31.5,69.53,Swiggy
18,5,1,0,fog,busy,0,0,1.8,18,Swiggy,74.8,9.0,27.0,38.8,Blinkit
20,1,0,0,fog,normal,0,1,2.8,22,Zomato,86.47,14.0,33.0,39.47,Zomato
8,1,0,0,fog,normal,0,0,5.1,23,Swiggy,93.12,25.5,34.5,33.12,Zomato
17,4,0,0,rain,low,0,0,12.7,48,Blinkit,202.0,63.5,72.0,66.5,Swiggy
22,3,0,0,clear,normal,0,1,3.3,13,Zomato,96.86,16.5,19.5,60.86,Zomato
11,2,0,0,fog,normal,0,0,5.7,32,Swiggy,99.53,28.5,48.0,23.03,Zomato
21,6,1,0,fog,normal,0,1,2.5,16,Zomato,83.35,12.5,24.0,46.85,Swiggy
17,5,1,0,clear,normal,0,0,2.3,19,Zomato,68.22,11.5,28.5,28.22,Swiggy
9,5,1,0,clear,normal,0,0,5.2,18,Swiggy,112.11,26.0,27.0,59.11,Swiggy
20,2,0,0,clear,normal,0,1,5.2,27,Swiggy,99.21,26.0,40.5,32.71,Zomato
17,5,1,0,clear,normal,0,0,5.8,25,Swiggy,118.57,29.0,37.5,52.07,Swiggy
18,1,0,0,rain,normal,0,0,6.4,31,Swiggy,146.86,32.0,46.5,68.36,Swiggy
21,0,0,0,fog,low,0,1,14.8,39,Blinkit,182.96,74.0,58.5,50.46,Blinkit
17,2,0,0,clear,normal,0,0,5.1,20,Swiggy,98.06,25.5,30.0,42.56,Zomato
19,1,0,0,clear,busy,0,1,1.6,38,Swiggy,64.63,8.0,57.0,-0.37,Blinkit
23,5,1,0,clear,low,0,0,13.0,19,Blinkit,169.95,65.0,28.5,76.45,Swiggy
21,3,0,0,clear,busy,0,1,1.4,17,Zomato,80.31,7.0,25.5,47.81,Blinkit
10,6,1,0,clear,normal,0,0,4.6,24,Swiggy,105.79,23.0,36.0,46.79,Swiggy
11,6,1,0,fog,normal,0,0,2.5,26,Zomato,65.28,12.5,39.0,13.78,Swiggy
18,6,1,0,fog,busy,0,0,0.6,28,Zomato,47.65,3.0,42.0,2.65,Blinkit
17,2,0,0,fog,normal,0,0,7.8,16,Blinkit,119.83,39.0,24.0,56.83,Zomato
18,1,0,0,fog,normal,0,0,7.0,17,Blinkit,111.36,35.0,25.5,50.86,Zomato
23,6,1,0,clear,normal,0,0,6.2,24,Blinkit,107.76,31.0,36.0,40.76,Swiggy
17,1,0,0,clear,normal,0,0,4.5,24,Swiggy,91.59,22.5,36.0,33.09,Zomato
11,1,0,0,rain,busy,0,0,1.1,34,Zomato,93.63,5.5,51.0,37.13,Blinkit
9,2,0,0,clear,normal,0,0,2.9,16,Zomato,74.66,14.5,24.0,36.16,Zomato
22,1,0,0,clear,busy,0,1,1.4,26,Zomato,80.1,7.0,39.0,34.1,Blinkit
17,5,1,0,fog,normal,0,0,5.3,25,Swiggy,108.19,26.5,37.5,44.19,Swiggy
17,3,0,0,fog,normal,0,0,6.3,49,Blinkit,103.85,31.5,73.5,-1.15,Zomato
18,2,0,0,clear,normal,0,0,6.0,24,Swiggy,107.6,30.0,36.0,41.6,Zomato
11,6,1,0,fog,busy,0,0,1.5,32,Zomato,58.3,7.5,48.0,2.8,Blinkit
19,0,0,0,clear,low,0,1,14.5,26,Blinkit,185.05,72.5,39.0,73.55,Blinkit
23,4,0,0,fog,normal,0,0,6.4,24,Blinkit,104.98,32.0,36.0,36.98,Zomato
19,3,0,0,rain,normal,0,1,5.3,16,Swiggy,135.24,26.5,24.0,84.74,Swiggy
20,0,0,0,clear,normal,0,1,5.7,27,Swiggy,104.42,28.5,40.5,35.42,Zomato
11,3,0,0,fog,normal,0,0,4.5,25,Swiggy,86.7,22.5,37.5,26.7,Zomato
9,5,1,0,clear,busy,0,0,1.4,26,Zomato,62.08,7.0,39.0,16.08,Blinkit
19,0,0,0,fog,normal,0,1,4.1,25,Swiggy,82.46,20.5,37.5,24.46,Zomato
21,5,1,0,fog,low,0,1,12.6,26,Blinkit,160.98,63.0,39.0,58.98,Swiggy
8,1,0,0,fog,normal,0,0,2.1,15,Zomato,61.04,10.5,22.5,28.04,Zomato
11,3,0,0,clear,normal,0,0,2.7,18,Zomato,72.46,13.5,27.0,31.96,Zomato
20,2,0,0,fog,busy,0,1,0.7,30,Zomato,66.76,3.5,45.0,18.26,Blinkit
19,5,1,0,clear,busy,0,1,0.6,46,Zomato,70.81,3.0,69.0,-1.19,Swiggy
22,1,0,0,clear,low,0,1,13.6,24,Blinkit,175.95,68.0,36.0,71.95,Blinkit
16,5,1,0,fog,normal,0,0,6.2,37,Blinkit,102.84,31.0,55.5,16.34,Swiggy
21,1,0,0,clear,normal,0,1,4.8,27,Swiggy,94.94,24.0,40.5,30.44,Zomato
15,5,1,0,clear,busy,0,0,0.8,27,Zomato,55.18,4.0,40.5,10.68,Blinkit
17,5,1,0,clear,normal,0,0,4.9,32,Swiggy,109.02,24.5,48.0,36.52,Swiggy
11,6,1,0,rain,normal,0,0,4.8,28,Swiggy,142.93,24.0,42.0,76.93,Swiggy
20,3,0,0,fog,busy,0,1,1.1,29,Zomato,71.63,5.5,43.5,22.63,Blinkit
10,3,0,0,fog,normal,0,0,4.6,27,Swiggy,87.74,23.0,40.5,24.24,Zomato
8,3,0,0,clear,busy,0,0,1.9,11,Swiggy,68.09,9.5,16.5,42.09,Blinkit
17,1,0,0,clear,normal,0,0,5.7,13,Swiggy,104.46,28.5,19.5,56.46,Zomato
22,5,1,0,clear,normal,0,1,5.8,27,Swiggy,118.55,29.0,40.5,49.05,Swiggy
12,6,1,0,clear,busy,1,0,0.7,25,Zomato,71.75,3.5,37.5,30.75,Zomato
21,2,0,0,clear,busy,0,1,1.8,26,Swiggy,66.95,9.0,39.0,18.95,Blinkit
12,1,0,0,clear,normal,1,0,5.8,27,Swiggy,105.46,29.0,40.5,35.96,Zomato
22,2,0,0,clear,normal,0,1,5.0,26,Swiggy,97.03,25.0,39.0,33.03,Zomato
17,1,0,0,clear,low,0,0,13.6,32,Blinkit,175.96,68.0,48.0,59.96,Blinkit
10,0,0,0,clear,normal,0,0,6.0,25,Swiggy,107.59,30.0,37.5,40.09,Zomato
21,3,0,0,rain,busy,0,1,1.1,32,Zomato,111.53,5.5,48.0,58.03,Blinkit
21,6,1,1,clear,busy,0,1,0.7,42,Zomato,112.01,3.5,63.0,45.51,Zomato
19,4,0,0,clear,normal,0,1,5.9,29,Swiggy,106.52,29.5,43.5,33.52,Zomato
19,3,0,0,clear,busy,0,1,0.6,32,Zomato,70.67,3.0,48.0,19.67,Blinkit
23,5,1,0,clear,normal,0,0,5.5,35,Swiggy,115.36,27.5,52.5,35.36,Swiggy
14,5,1,0,clear,low,1,0,14.4,27,Blinkit,184.0,72.0,40.5,71.5,Zomato
8,1,0,0,clear,normal,0,0,5.5,15,Swiggy,102.25,27.5,22.5,52.25,Zomato
21,2,0,0,clear,normal,0,1,4.3,27,Swiggy,89.58,21.5,40.5,27.58,Zomato
17,6,1,0,rain,normal,0,0,5.9,30,Swiggy,154.53,29.5,45.0,80.03,Swiggy
18,6,1,0,clear,normal,0,0,4.7,32,Swiggy,106.88,23.5,48.0,35.38,Swiggy
10,0,0,0,rain,normal,0,0,5.3,25,Swiggy,135.16,26.5,37.5,71.16,Swiggy
17,1,0,0,clear,low,0,0,14.4,38,Blinkit,184.01,72.0,57.0,55.01,Blinkit
21,5,1,0,fog,busy,0,1,1.9,26,Swiggy,75.96,9.5,39.0,27.46,Swiggy
20,4,0,0,rain,low,0,1,14.6,31,Blinkit,221.01,73.0,46.5,101.51,Swiggy
11,1,0,0,rain,low,0,0,14.1,28,Blinkit,215.95,70.5,42.0,103.45,Swiggy
18,3,0,0,rain,busy,0,0,1.2,31,Zomato,94.76,6.0,46.5,42.26,Blinkit
23,6,1,0,clear,busy,0,0,0.7,29,Zomato,53.99,3.5,43.5,6.99,Blinkit
23,4,0,0,clear,normal,0,0,2.6,17,Zomato,71.41,13.0,25.5,32.91,Zomato
17,0,0,1,clear,busy,0,0,0.6,45,Zomato,92.58,3.0,67.5,22.08,Zomato
19,1,0,0,fog,busy,0,1,0.8,34,Zomato,68.14,4.0,51.0,13.14,Blinkit
19,6,1,0,clear,normal,0,1,6.1,24,Blinkit,106.73,30.5,36.0,40.23,Swiggy
21,0,0,0,fog,busy,0,1,0.7,44,Zomato,67.01,3.5,66.0,-2.49,Blinkit
20,4,0,0,clear,busy,0,1,1.6,36,Swiggy,64.59,8.0,54.0,2.59,Blinkit
20,6,1,0,clear,low,0,1,13.4,28,Blinkit,174.05,67.0,42.0,65.05,Swiggy
18,6,1,0,clear,busy,0,0,0.6,37,Zomato,52.63,3.0,55.5,-5.87,Blinkit
18,6,1,0,fog,normal,0,0,6.9,10,Blinkit,110.24,34.5,15.0,60.74,Swiggy
23,3,0,0,rain,normal,0,0,3.7,23,Zomato,118.12,18.5,34.5,65.12,Swiggy
23,4,0,0,fog,busy,0,0,0.9,22,Zomato,51.28,4.5,33.0,13.78,Blinkit
12,3,0,0,rain,normal,1,0,6.2,26,Swiggy,144.77,31.0,39.0,74.77,Zomato
20,6,1,0,fog,normal,0,1,5.8,34,Swiggy,113.49,29.0,51.0,33.49,Swiggy
15,3,0,0,fog,low,0,0,13.8,26,Blinkit,172.97,69.0,39.0,64.97,Blinkit
23,2,0,0,fog,normal,0,0,6.4,21,Blinkit,104.95,32.0,31.5,41.45,Zomato
22,0,0,0,rain,low,0,1,13.0,28,Blinkit,205.03,65.0,42.0,98.03,Swiggy
22,2,0,0,clear,busy,0,1,1.5,14,Swiggy,63.32,7.5,21.0,34.82,Blinkit
15,3,0,0,clear,busy,0,0,1.1,17,Zomato,58.67,5.5,25.5,27.67,Blinkit
18,4,0,0,fog,low,0,0,12.5,37,Blinkit,160.01,62.5,55.5,42.01,Blinkit
22,2,0,1,clear,low,0,1,13.1,42,Blinkit,210.97,65.5,63.0,82.47,Zomato
21,3,0,0,clear,normal,0,1,7.9,17,Blinkit,126.01,39.5,25.5,61.01,Zomato
17,5,1,0,clear,normal,0,0,4.5,34,Swiggy,104.63,22.5,51.0,31.13,Swiggy
18,0,0,0,clear,busy,0,0,1.8,25,Swiggy,66.92,9.0,37.5,20.42,Blinkit
19,4,0,0,clear,normal,0,1,6.7,30,Blinkit,113.06,33.5,45.0,34.56,Zomato
19,6,1,0,fog,busy,0,1,1.7,48,Swiggy,73.71,8.5,72.0,-6.79,Swiggy
23,5,1,0,rain,low,0,0,14.3,18,Blinkit,218.01,71.5,27.0,119.51,Swiggy
23,6,1,0,rain,low,0,0,13.6,28,Blinkit,210.98,68.0,42.0,100.98,Swiggy
17,3,0,0,rain,normal,0,0,4.6,26,Swiggy,127.69,23.0,39.0,65.69,Swiggy
21,6,1,0,clear,normal,0,1,6.5,16,Blinkit,111.01,32.5,24.0,54.51,Swiggy
20,0,0,0,clear,low,0,1,12.5,25,Blinkit,165.05,62.5,37.5,65.05,Blinkit
20,0,0,0,clear,busy,0,1,0.9,22,Zomato,74.13,4.5,33.0,36.63,Blinkit
22,6,1,0,clear,low,0,1,14.0,15,Blinkit,180.03,70.0,22.5,87.53,Swiggy
9,6,1,0,fog,normal,0,0,5.0,28,Swiggy,105.05,25.0,42.0,38.05,Swiggy
10,0,0,0,clear,normal,0,0,7.0,20,Blinkit,116.26,35.0,30.0,51.26,Zomato
13,1,0,0,rain,busy,1,0,1.6,32,Zomato,117.6,8.0,48.0,61.6,Zomato
20,0,0,0,fog,normal,0,1,7.4,17,Blinkit,115.56,37.0,25.5,53.06,Zomato
12,0,0,0,clear,busy,1,0,1.9,38,Zomato,85.99,9.5,57.0,19.49,Zomato
8,1,0,0,clear,busy,0,0,0.5,14,Zomato,51.61,2.5,21.0,28.11,Blinkit
15,6,1,0,clear,low,0,0,14.1,26,Blinkit,180.95,70.5,39.0,71.45,Swiggy
19,5,1,0,fog,busy,0,1,0.8,30,Zomato,68.11,4.0,45.0,19.11,Swiggy
21,0,0,0,clear,busy,0,1,1.6,28,Swiggy,64.59,8.0,42.0,14.59,Blinkit
19,1,0,0,clear,low,0,1,14.5,29,Blinkit,185.0,72.5,43.5,69.0,Blinkit
22,2,0,0,clear,normal,0,1,7.7,12,Blinkit,123.81,38.5,18.0,67.31,Zomato
18,2,0,1,clear,normal,0,0,5.4,49,Swiggy,141.33,27.0,73.5,40.83,Zomato
17,4,0,0,fog,normal,0,0,5.8,42,Swiggy,100.52,29.0,63.0,8.52,Zomato
19,6,1,0,fog,normal,0,1,4.7,24,Swiggy,101.78,23.5,36.0,42.28,Swiggy
20,4,0,0,clear,busy,0,1,1.5,46,Swiggy,63.43,7.5,69.0,-13.07,Blinkit
13,3,0,0,fog,normal,1,0,4.0,27,Zomato,99.29,20.0,40.5,38.79,Zomato
8,6,1,0,rain,normal,0,0,6.0,13,Swiggy,155.73,30.0,19.5,106.23,Swiggy
20,5,1,0,clear,low,0,1,12.5,25,Blinkit,165.02,62.5,37.5,65.02,Swiggy
19,0,0,0,clear,normal,0,1,6.7,24,Blinkit,113.22,33.5,36.0,43.72,Zomato
8,5,1,0,clear,low,0,0,12.9,12,Blinkit,169.0,64.5,18.0,86.5,Swiggy
9,6,1,0,clear,busy,0,0,0.8,24,Zomato,55.11,4.0,36.0,15.11,Blinkit
21,1,0,0,fog,normal,0,1,5.0,29,Swiggy,91.94,25.0,43.5,23.44,Zomato
23,3,0,0,rain,busy,0,0,0.7,18,Zomato,88.88,3.5,27.0,58.38,Blinkit
21,4,0,0,clear,normal,0,1,5.3,20,Swiggy,100.2,26.5,30.0,43.7,Zomato
21,0,0,0,rain,normal,0,1,4.6,13,Swiggy,127.82,23.0,19.5,85.32,Swiggy
23,2,0,0,clear,low,0,0,13.9,23,Blinkit,178.98,69.5,34.5,74.98,Blinkit
23,2,0,0,clear,busy,0,0,1.7,19,Swiggy,65.81,8.5,28.5,28.81,Blinkit
21,0,0,0,clear,normal,0,1,2.7,29,Zomato,90.47,13.5,43.5,33.47,Zomato
20,6,1,0,clear,busy,0,1,1.0,24,Zomato,75.43,5.0,36.0,34.43,Swiggy
21,0,0,0,clear,normal,0,1,6.6,27,Blinkit,112.02,33.0,40.5,38.52,Zomato
20,4,0,0,clear,normal,0,1,5.7,40,Swiggy,104.48,28.5,60.0,15.98,Zomato
11,4,0,0,rain,busy,0,0,0.9,22,Zomato,91.11,4.5,33.0,53.61,Blinkit
11,6,1,0,clear,normal,0,0,2.5,12,Zomato,70.34,12.5,18.0,39.84,Swiggy
18,3,0,0,fog,normal,0,0,6.2,43,Blinkit,102.81,31.0,64.5,7.31,Zomato
18,2,0,0,clear,busy,0,0,0.8,26,Zomato,54.93,4.0,39.0,11.93,Blinkit
17,3,0,0,clear,low,0,0,13.2,27,Blinkit,172.02,66.0,40.5,65.52,Blinkit
22,2,0,0,fog,normal,0,1,6.2,35,Blinkit,102.86,31.0,52.5,19.36,Zomato
22,5,1,0,clear,busy,0,1,0.8,27,Zomato,73.01,4.0,40.5,28.51,Swiggy
12,1,0,0,clear,normal,1,0,2.5,27,Zomato,88.35,12.5,40.5,35.35,Zomato
8,5,1,0,fog,low,0,0,14.9,17,Blinkit,183.97,74.5,25.5,83.97,Swiggy
22,5,1,0,fog,normal,0,1,4.2,17,Swiggy,96.54,21.0,25.5,50.04,Swiggy
23,3,0,0,clear,busy,0,0,1.8,15,Swiggy,66.91,9.0,22.5,35.41,Blinkit
21,5,1,0,fog,low,0,1,13.1,39,Blinkit,166.03,65.5,58.5,42.03,Swiggy
20,1,0,0,rain,low,0,1,14.5,25,Blinkit,219.97,72.5,37.5,109.97,Swiggy
17,0,0,0,clear,low,0,0,14.9,18,Blinkit,188.96,74.5,27.0,87.46,Blinkit
17,4,0,1,clear,normal,0,0,6.5,48,Blinkit,151.03,32.5,72.0,46.53,Zomato
23,3,0,0,fog,busy,0,0,1.8,28,Swiggy,61.96,9.0,42.0,10.96,Blinkit
10,6,1,0,fog,busy,0,0,0.8,29,Zomato,50.04,4.0,43.5,2.54,Blinkit
18,4,0,0,fog,normal,0,0,6.7,32,Blinkit,108.07,33.5,48.0,26.57,Zomato
23,2,0,0,clear,normal,0,0,5.4,41,Swiggy,101.18,27.0,61.5,12.68,Zomato
21,4,0,0,clear,normal,0,1,4.5,39,Swiggy,91.74,22.5,58.5,10.74,Zomato
18,0,0,0,fog,low,0,0,14.1,16,Blinkit,175.96,70.5,24.0,81.46,Blinkit
21,3,0,0,fog,busy,0,1,0.9,48,Zomato,69.21,4.5,72.0,-7.29,Blinkit
17,2,0,0,clear,normal,0,0,5.0,40,Swiggy,96.93,25.0,60.0,11.93,Zomato
8,3,0,0,rain,normal,0,0,2.1,11,Zomato,101.01,10.5,16.5,74.01,Swiggy
22,5,1,0,clear,normal,0,1,4.8,19,Swiggy,107.89,24.0,28.5,55.39,Swiggy
21,3,0,0,clear,normal,0,1,2.3,35,Zomato,86.26,11.5,52.5,22.26,Zomato
11,0,0,0,clear,busy,0,0,0.9,16,Zomato,56.29,4.5,24.0,27.79,Blinkit
17,2,0,0,fog,normal,0,0,2.7,15,Zomato,67.48,13.5,22.5,31.48,Zomato
21,5,1,0,rain,normal,0,1,5.9,31,Swiggy,154.59,29.5,46.5,78.59,Swiggy
22,3,0,0,fog,normal,0,1,6.5,11,Blinkit,105.96,32.5,16.5,56.96,Zomato
22,3,0,0,clear,normal,0,1,5.5,22,Swiggy,102.33,27.5,33.0,41.83,Zomato
22,0,0,0,rain,low,0,1,14.6,16,Blinkit,221.02,73.0,24.0,124.02,Swiggy
15,5,1,0,fog,busy,0,0,1.8,24,Swiggy,74.95,9.0,36.0,29.95,Blinkit
10,4,0,0,clear,normal,0,0,3.7,16,Zomato,83.16,18.5,24.0,40.66,Zomato
19,4,0,0,clear,low,0,1,13.7,42,Blinkit,176.99,68.5,63.0,45.49,Blinkit
11,4,0,0,clear,busy,0,0,1.3,31,Zomato,60.94,6.5,46.5,7.94,Blinkit
21,0,0,0,fog,low,0,1,14.6,31,Blinkit,181.03,73.0,46.5,61.53,Blinkit
10,2,0,0,clear,busy,0,0,0.5,33,Zomato,51.62,2.5,49.5,-0.38,Blinkit
23,3,0,0,rain,low,0,0,14.7,16,Blinkit,222.0,73.5,24.0,124.5,Swiggy
23,2,0,0,clear,busy,0,0,0.7,16,Zomato,53.73,3.5,24.0,26.23,Blinkit
18,4,0,0,fog,low,0,0,13.9,25,Blinkit,174.01,69.5,37.5,67.01,Blinkit
8,1,0,0,clear,normal,0,0,5.2,18,Swiggy,99.08,26.0,27.0,46.08,Zomato
18,0,0,0,clear,low,0,0,14.9,26,Blinkit,189.03,74.5,39.0,75.53,Blinkit
21,1,0,0,fog,busy,0,1,0.8,34,Zomato,67.94,4.0,51.0,12.94,Blinkit
17,3,0,0,clear,normal,0,0,5.3,32,Swiggy,100.24,26.5,48.0,25.74,Zomato
19,6,1,0,clear,low,0,1,14.7,22,Blinkit,186.99,73.5,33.0,80.49,Swiggy
21,5,1,1,clear,normal,0,1,5.1,50,Swiggy,151.13,25.5,75.0,50.63,Zomato
11,3,0,0,rain,normal,0,0,5.8,16,Swiggy,140.49,29.0,24.0,87.49,Swiggy
17,1,0,0,rain,normal,0,0,6.2,23,Swiggy,144.76,31.0,34.5,79.26,Swiggy
14,1,0,0,clear,normal,1,0,4.7,19,Swiggy,93.85,23.5,28.5,41.85,Zomato
22,3,0,0,rain,normal,0,1,5.8,25,Swiggy,140.48,29.0,37.5,73.98,Swiggy
18,3,0,0,fog,normal,0,0,5.5,37,Swiggy,97.34,27.5,55.5,14.34,Zomato
22,5,1,0,fog,low,0,1,14.0,10,Blinkit,175.01,70.0,15.0,90.01,Swiggy
21,6,1,0,rain,busy,0,1,0.7,34,Zomato,106.75,3.5,51.0,52.25,Swiggy
23,1,0,0,rain,busy,0,0,1.5,14,Zomato,98.31,7.5,21.0,69.81,Blinkit
20,0,0,0,clear,low,0,1,14.5,26,Blinkit,185.0,72.5,39.0,73.5,Blinkit
20,0,0,0,fog,low,0,1,13.9,30,Blinkit,174.0,69.5,45.0,59.5,Blinkit
17,2,0,0,clear,normal,0,0,4.7,17,Swiggy,93.86,23.5,25.5,44.86,Zomato
18,0,0,0,fog,normal,0,0,5.7,29,Swiggy,99.5,28.5,43.5,27.5,Zomato
19,3,0,0,fog,busy,0,1,1.5,37,Zomato,76.27,7.5,55.5,13.27,Blinkit
19,2,0,0,fog,busy,0,1,1.2,23,Zomato,72.68,6.0,34.5,32.18,Blinkit
21,5,1,0,clear,normal,0,1,4.8,30,Swiggy,107.84,24.0,45.0,38.84,Swiggy
20,5,1,0,clear,busy,0,1,1.7,29,Swiggy,78.83,8.5,43.5,26.83,Swiggy
9,5,1,0,clear,normal,0,0,5.5,14,Swiggy,115.34,27.5,21.0,66.84,Swiggy
23,3,0,0,rain,busy,0,0,0.8,28,Zomato,89.98,4.0,42.0,43.98,Blinkit
20,4,0,0,fog,low,0,1,14.7,27,Blinkit,182.04,73.5,40.5,68.04,Blinkit
21,1,0,0,clear,low,0,1,14.9,24,Blinkit,188.96,74.5,36.0,78.46,Blinkit
23,6,1,0,fog,normal,0,0,6.2,16,Blinkit,102.78,31.0,24.0,47.78,Swiggy
19,0,0,0,fog,normal,0,1,5.2,43,Swiggy,94.16,26.0,64.5,3.66,Zomato
17,4,0,0,fog,busy,0,0,1.6,44,Swiggy,59.5,8.0,66.0,-14.5,Blinkit
18,2,0,0,rain,low,0,0,13.1,22,Blinkit,206.04,65.5,33.0,107.54,Swiggy
22,0,0,0,clear,normal,0,1,6.1,16,Blinkit,106.75,30.5,24.0,52.25,Zomato
8,1,0,0,fog,busy,0,0,1.1,18,Zomato,53.53,5.5,27.0,21.03,Blinkit
10,4,0,0,rain,low,0,0,14.1,16,Blinkit,216.01,70.5,24.0,121.51,Swiggy
21,5,1,0,clear,low,0,1,13.2,24,Blinkit,172.03,66.0,36.0,70.03,Swiggy
19,2,0,0,clear,low,0,1,14.5,46,Blinkit,185.0,72.5,69.0,43.5,Blinkit
18,2,0,0,clear,normal,0,0,6.4,26,Blinkit,109.86,32.0,39.0,38.86,Zomato
17,5,1,0,rain,normal,0,0,5.7,17,Swiggy,152.43,28.5,25.5,98.43,Swiggy
20,5,1,0,fog,normal,0,1,4.5,44,Swiggy,99.68,22.5,66.0,11.18,Swiggy
19,0,0,0,fog,low,0,1,14.3,17,Blinkit,178.03,71.5,25.5,81.03,Blinkit
21,0,0,0,clear,normal,0,1,7.2,43,Blinkit,118.46,36.0,64.5,17.96,Zomato
22,3,0,0,fog,busy,0,1,0.7,41,Zomato,66.75,3.5,61.5,1.75,Blinkit
18,2,0,0,clear,busy,0,0,0.6,34,Zomato,52.66,3.0,51.0,-1.34,Blinkit
20,4,0,1,clear,busy,0,1,1.8,40,Zomato,124.96,9.0,60.0,55.96,Zomato
8,5,1,0,clear,normal,0,0,6.9,16,Blinkit,115.21,34.5,24.0,56.71,Swiggy
21,2,0,0,clear,low,0,1,14.9,23,Blinkit,188.97,74.5,34.5,79.97,Blinkit
11,6,1,0,rain,normal,0,0,2.9,13,Zomato,109.6,14.5,19.5,75.6,Swiggy
18,0,0,0,rain,normal,0,0,5.6,29,Swiggy,138.34,28.0,43.5,66.84,Swiggy
11,3,0,0,fog,busy,0,0,1.8,24,Swiggy,62.01,9.0,36.0,17.01,Blinkit
18,2,0,0,clear,low,0,0,14.7,16,Blinkit,187.0,73.5,24.0,89.5,Blinkit
20,3,0,0,rain,low,0,1,13.4,34,Blinkit,209.02,67.0,51.0,91.02,Swiggy
19,4,0,0,rain,low,0,1,13.4,20,Blinkit,208.98,67.0,30.0,111.98,Swiggy
14,2,0,0,fog,normal,1,0,4.8,28,Swiggy,89.89,24.0,42.0,23.89,Zomato
17,1,0,0,fog,normal,0,0,4.5,30,Swiggy,86.65,22.5,45.0,19.15,Zomato
22,2,0,0,rain,busy,0,1,1.5,14,Zomato,116.23,7.5,21.0,87.73,Blinkit
14,0,0,0,clear,normal,1,0,2.3,30,Zomato,86.26,11.5,45.0,29.76,Zomato
9,4,0,0,clear,low,0,0,13.6,25,Blinkit,176.05,68.0,37.5,70.55,Blinkit
23,4,0,0,clear,low,0,0,13.1,28,Blinkit,171.03,65.5,42.0,63.53,Blinkit
23,1,0,0,clear,low,0,0,15.0,17,Blinkit,190.0,75.0,25.5,89.5,Blinkit
19,6,1,0,clear,normal,0,1,8.0,33,Blinkit,126.97,40.0,49.5,37.47,Swiggy
17,4,0,0,fog,normal,0,0,5.3,36,Swiggy,95.25,26.5,54.0,14.75,Zomato
21,3,0,0,clear,low,0,1,12.7,16,Blinkit,166.99,63.5,24.0,79.49,Blinkit
20,2,0,0,fog,low,0,1,14.4,38,Blinkit,179.05,72.0,57.0,50.05,Blinkit
21,4,0,0,clear,low,0,1,13.5,25,Blinkit,175.0,67.5,37.5,70.0,Blinkit
19,2,0,0,fog,busy,0,1,1.4,40,Zomato,75.07,7.0,60.0,8.07,Blinkit
22,2,0,0,clear,normal,0,1,4.7,32,Swiggy,93.81,23.5,48.0,22.31,Zomato
21,2,0,0,clear,busy,0,1,1.0,42,Zomato,75.29,5.0,63.0,7.29,Blinkit
23,5,1,0,clear,normal,0,0,7.7,27,Blinkit,123.84,38.5,40.5,44.84,Swiggy
